state,year,month,unemployment_rate,employment,labor_force
North Dakota,2015.0,11.0,2.8,401282,413014
Ohio,2015.0,11.0,4.9,5450990,5728965
Oklahoma,2015.0,11.0,4.4,1742760,1822170
Oregon,2015.0,11.0,5.1,1897461,1999157
Pennsylvania,2015.0,11.0,5.3,6164201,6506860
Rhode Island,2015.0,11.0,5.7,530868,562726
South Carolina,2015.0,11.0,5.4,2125210,2246987
South Dakota,2015.0,11.0,2.9,438109,451039
Tennessee,2015.0,11.0,5,2935594,3090661
Texas,2015.0,11.0,4.5,12499878,13088927
Utah,2015.0,11.0,3.5,1424957,1476757
Vermont,2015.0,11.0,3.3,338993,350711
Virginia,2015.0,11.0,4.1,4051459,4224180
Washington,2015.0,11.0,5.4,3385688,3580721
West Virginia,2015.0,11.0,6.3,738300,788293
Wisconsin,2015.0,11.0,4.2,2974946,3106733
Wyoming,2015.0,11.0,4.6,286207,300146
Alabama,2015.0,12.0,6,2050043,2180375
Alaska,2015.0,12.0,6.4,337412,360496
Arizona,2015.0,12.0,5.8,2954882,3136316
Arkansas,2015.0,12.0,4.3,1278578,1335781
California,2015.0,12.0,5.7,17829444,18910415
Colorado,2015.0,12.0,3.3,2750999,2845145
Connecticut,2015.0,12.0,5.3,1795728,1897121
Delaware,2015.0,12.0,4.6,445909,467363
District of Columbia,2015.0,12.0,6.5,359247,384123
Florida,2015.0,12.0,5.1,9180930,9676271
Georgia,2015.0,12.0,5.7,4479634,4750782
Hawaii,2015.0,12.0,3.1,666688,688148
Idaho,2015.0,12.0,3.8,777132,808241
Illinois,2015.0,12.0,6.1,6208945,6612670
Indiana,2015.0,12.0,4.6,3161388,3313993
Iowa,2015.0,12.0,3.7,1646902,1709426
Kansas,2015.0,12.0,4,1442672,1502058
Kentucky,2015.0,12.0,5.2,1885936,1989899
Louisiana,2015.0,12.0,6,2004291,2131888
Maine,2015.0,12.0,4,660622,688481
Maryland,2015.0,12.0,4.6,3027524,3173815
Massachusetts,2015.0,12.0,4.5,3457271,3618835
Michigan,2015.0,12.0,4.9,4577238,4813134
Minnesota,2015.0,12.0,3.7,2914640,3027432
Mississippi,2015.0,12.0,6.3,1187690,1267894
Missouri,2015.0,12.0,4.5,2920734,3059863
Montana,2015.0,12.0,4.3,501126,523658
Nebraska,2015.0,12.0,3,990824,1021789
Nevada,2015.0,12.0,6.4,1311254,1400386
New Hampshire,2015.0,12.0,3,727764,750055
New Jersey,2015.0,12.0,5,4373885,4602656
New Mexico,2015.0,12.0,6.5,879172,940098
New York,2015.0,12.0,4.8,9295938,9768487
North Carolina,2015.0,12.0,5.4,4483813,4738519
North Dakota,2015.0,12.0,2.9,401493,413573
Ohio,2015.0,12.0,4.9,5460627,5743561
Oklahoma,2015.0,12.0,4.4,1743519,1823974
Oregon,2015.0,12.0,5,1907157,2007927
Pennsylvania,2015.0,12.0,5.3,6175511,6519532
Rhode Island,2015.0,12.0,5.6,531276,563002
South Carolina,2015.0,12.0,5.4,2130294,2251491
South Dakota,2015.0,12.0,2.8,438712,451549
Tennessee,2015.0,12.0,4.9,2946065,3098226
Texas,2015.0,12.0,4.5,12531243,13119457
Utah,2015.0,12.0,3.5,1429825,1481723
Vermont,2015.0,12.0,3.3,339377,350950
Virginia,2015.0,12.0,4.1,4055780,4227902
Washington,2015.0,12.0,5.4,3396833,3592144
West Virginia,2015.0,12.0,6.3,738746,788672
Wisconsin,2015.0,12.0,4.2,2982272,3114079
Wyoming,2015.0,12.0,4.8,285890,300374
Alabama,2016.0,1.0,5.9,2054673,2184528
Alaska,2016.0,1.0,6.4,337440,360705
Arizona,2016.0,1.0,5.7,2963663,3143360
Arkansas,2016.0,1.0,4.2,1281130,1337081
California,2016.0,1.0,5.7,17869644,18943234
Colorado,2016.0,1.0,3.3,2759974,2854015
Connecticut,2016.0,1.0,5.3,1798050,1898182
Delaware,2016.0,1.0,4.5,446863,468108
District of Columbia,2016.0,1.0,6.4,360243,384806
Florida,2016.0,1.0,5.1,9206659,9696667
Georgia,2016.0,1.0,5.7,4487585,4757099
Hawaii,2016.0,1.0,3.1,668125,689357
Idaho,2016.0,1.0,3.8,779359,810355
Illinois,2016.0,1.0,6.2,6221167,6630981
Indiana,2016.0,1.0,4.6,3171242,3325676
Iowa,2016.0,1.0,3.6,1650457,1712835
Kansas,2016.0,1.0,3.9,1443453,1502719
Kentucky,2016.0,1.0,5.2,1890455,1994227
Louisiana,2016.0,1.0,6,2004346,2132364
Maine,2016.0,1.0,4,662232,689942
Maryland,2016.0,1.0,4.5,3032971,3175927
Massachusetts,2016.0,1.0,4.4,3465868,3624936
Michigan,2016.0,1.0,4.9,4591001,4827409
Minnesota,2016.0,1.0,3.7,2917614,3030919
Mississippi,2016.0,1.0,6.3,1189006,1268405
Missouri,2016.0,1.0,4.5,2925136,3062796
Montana,2016.0,1.0,4.3,501721,524396
Nebraska,2016.0,1.0,3,992040,1022997
Nevada,2016.0,1.0,6.3,1314196,1402291
New Hampshire,2016.0,1.0,2.9,729827,751713
New Jersey,2016.0,1.0,4.9,4380800,4608942
New Mexico,2016.0,1.0,6.5,880263,941174
New York,2016.0,1.0,4.8,9305342,9777801
North Carolina,2016.0,1.0,5.3,4497062,4748878
North Dakota,2016.0,1.0,3,401581,414024
Ohio,2016.0,1.0,5,5471385,5758397
Oklahoma,2016.0,1.0,4.5,1743713,1825278
Oregon,2016.0,1.0,5,1916387,2016473
Pennsylvania,2016.0,1.0,5.3,6184080,6529917
Rhode Island,2016.0,1.0,5.6,531797,563314
South Carolina,2016.0,1.0,5.3,2135021,2255437
South Dakota,2016.0,1.0,2.8,439216,451982
Tennessee,2016.0,1.0,4.8,2955799,3105368
Texas,2016.0,1.0,4.5,12562798,13149367
Utah,2016.0,1.0,3.5,1434798,1486793
Vermont,2016.0,1.0,3.2,339823,351226
Virginia,2016.0,1.0,4,4060211,4231483
Washington,2016.0,1.0,5.4,3408231,3603119
West Virginia,2016.0,1.0,6.3,739171,789107
Wisconsin,2016.0,1.0,4.2,2988999,3119928
Wyoming,2016.0,1.0,5,285541,300618
Alabama,2016.0,2.0,5.9,2058744,2187960
Alaska,2016.0,2.0,6.5,337505,360932
Arizona,2016.0,2.0,5.7,2971732,3150141
Arkansas,2016.0,2.0,4.1,1282907,1337797
California,2016.0,2.0,5.6,17903852,18970382
Colorado,2016.0,2.0,3.3,2767596,2861699
Connecticut,2016.0,2.0,5.2,1800732,1899395
Delaware,2016.0,2.0,4.5,447434,468495
District of Columbia,2016.0,2.0,6.3,361248,385458
Florida,2016.0,2.0,5,9229177,9714027
Georgia,2016.0,2.0,5.6,4493667,4761300
Hawaii,2016.0,2.0,3.1,669286,690351
Idaho,2016.0,2.0,3.8,781465,812327
Illinois,2016.0,2.0,6.2,6230715,6643168
Indiana,2016.0,2.0,4.7,3178692,3334079
Iowa,2016.0,2.0,3.6,1652390,1714546
Kansas,2016.0,2.0,3.9,1443626,1502778
Kentucky,2016.0,2.0,5.2,1894518,1997526
Louisiana,2016.0,2.0,6,2004045,2132466
Maine,2016.0,2.0,4,663988,691473
Maryland,2016.0,2.0,4.4,3037255,3177021
Massachusetts,2016.0,2.0,4.3,3473775,3629994
Michigan,2016.0,2.0,4.9,4602195,4839932
Minnesota,2016.0,2.0,3.7,2918620,3032318
Mississippi,2016.0,2.0,6.2,1189921,1268163
Missouri,2016.0,2.0,4.5,2928355,3065131
Montana,2016.0,2.0,4.3,502053,524830
Nebraska,2016.0,2.0,3,992840,1023801
Nevada,2016.0,2.0,6.2,1316869,1403929
New Hampshire,2016.0,2.0,2.9,731637,753232
New Jersey,2016.0,2.0,5,4384641,4613440
New Mexico,2016.0,2.0,6.5,881101,942292
New York,2016.0,2.0,4.8,9308167,9779589
North Carolina,2016.0,2.0,5.2,4508697,4757377
North Dakota,2016.0,2.0,3.1,401564,414326
Ohio,2016.0,2.0,5,5480556,5769621
Oklahoma,2016.0,2.0,4.5,1742793,1825449
Oregon,2016.0,2.0,4.9,1924039,2023889
Pennsylvania,2016.0,2.0,5.3,6188253,6536043
Rhode Island,2016.0,2.0,5.5,532406,563637
South Carolina,2016.0,2.0,5.3,2138767,2258099
South Dakota,2016.0,2.0,2.8,439579,452332
Tennessee,2016.0,2.0,4.7,2963588,3111174
Texas,2016.0,2.0,4.5,12589950,13176511
Utah,2016.0,2.0,3.5,1439594,1491654
Vermont,2016.0,2.0,3.2,340271,351520
Virginia,2016.0,2.0,4,4063952,4234176
Washington,2016.0,2.0,5.4,3418921,3613000
West Virginia,2016.0,2.0,6.3,739298,789137
Wisconsin,2016.0,2.0,4.1,2994182,3123491
Wyoming,2016.0,2.0,5.2,285123,300772
Alabama,2016.0,3.0,5.9,2061715,2190007
Alaska,2016.0,3.0,6.5,337490,361055
Arizona,2016.0,3.0,5.6,2978716,3156053
Arkansas,2016.0,3.0,4,1283776,1337808
California,2016.0,3.0,5.6,17930902,18990181
Colorado,2016.0,3.0,3.3,2773603,2867811
Connecticut,2016.0,3.0,5.1,1803806,1900911
Delaware,2016.0,3.0,4.5,447655,468579
District of Columbia,2016.0,3.0,6.2,362018,385881
Florida,2016.0,3.0,4.9,9248384,9728409
Georgia,2016.0,3.0,5.5,4532578,4798093
Hawaii,2016.0,3.0,3,670191,691167
Idaho,2016.0,3.0,3.8,783365,814072
Illinois,2016.0,3.0,6.2,6236786,6646990
Indiana,2016.0,3.0,4.6,3183899,3338943
Iowa,2016.0,3.0,3.6,1652356,1714396
Kansas,2016.0,3.0,3.9,1442998,1502176
Kentucky,2016.0,3.0,5.1,1898334,2000062
Louisiana,2016.0,3.0,6,2002899,2131596
Maine,2016.0,3.0,3.9,665761,692953
Maryland,2016.0,3.0,4.3,3040324,3177364
Massachusetts,2016.0,3.0,4.2,3481028,3634170
Michigan,2016.0,3.0,4.9,4610410,4849814
Minnesota,2016.0,3.0,3.8,2917610,3031641
Mississippi,2016.0,3.0,6.1,1190601,1267598
Missouri,2016.0,3.0,4.5,2930128,3066965
Montana,2016.0,3.0,4.3,502130,524949
Nebraska,2016.0,3.0,3,993056,1024063
Nevada,2016.0,3.0,6.1,1319219,1405134
New Hampshire,2016.0,3.0,2.8,733024,754502
New Jersey,2016.0,3.0,5,4385513,4615485
New Mexico,2016.0,3.0,6.5,881532,943263
New York,2016.0,3.0,4.8,9304138,9773761
North Carolina,2016.0,3.0,5.2,4517867,4763203
North Dakota,2016.0,3.0,3.1,401524,414495
Ohio,2016.0,3.0,5,5486233,5774990
Oklahoma,2016.0,3.0,4.6,1740720,1824396
Oregon,2016.0,3.0,4.9,1929601,2029635
Pennsylvania,2016.0,3.0,5.3,6188001,6537416
Rhode Island,2016.0,3.0,5.5,533059,563970
South Carolina,2016.0,3.0,5.2,2141221,2259058
South Dakota,2016.0,3.0,2.8,439760,452580
Tennessee,2016.0,3.0,4.7,2969388,3115694
Texas,2016.0,3.0,4.5,12610661,13200366
Utah,2016.0,3.0,3.5,1444077,1495995
Vermont,2016.0,3.0,3.2,340672,351797
Virginia,2016.0,3.0,4,4066471,4235617
Washington,2016.0,3.0,5.3,3428294,3621461
West Virginia,2016.0,3.0,6.3,739007,788478
Wisconsin,2016.0,3.0,4.1,2997590,3124851
Wyoming,2016.0,3.0,5.4,284624,300728
Alabama,2016.0,4.0,5.8,2064266,2191598
Alaska,2016.0,4.0,6.6,337390,361098
Arizona,2016.0,4.0,5.6,2984730,3161164
Arkansas,2016.0,4.0,4,1283850,1337326
California,2016.0,4.0,5.5,17952732,19006193
Colorado,2016.0,4.0,3.3,2778500,2872742
Connecticut,2016.0,4.0,5,1806958,1902644
Delaware,2016.0,4.0,4.5,447658,468519
District of Columbia,2016.0,4.0,6.1,362377,385998
Florida,2016.0,4.0,4.9,9265848,9742453
Georgia,2016.0,4.0,5.5,4569340,4833155
Hawaii,2016.0,4.0,3,670953,691859
Idaho,2016.0,4.0,3.8,785042,815631
Illinois,2016.0,4.0,6.1,6239060,6643484
Indiana,2016.0,4.0,4.6,3187529,3341156
Iowa,2016.0,4.0,3.6,1651013,1713159
Kansas,2016.0,4.0,4,1441554,1501053
Kentucky,2016.0,4.0,5,1902132,2002623
Louisiana,2016.0,4.0,6.1,2000785,2129776
Maine,2016.0,4.0,3.9,667394,694281
Maryland,2016.0,4.0,4.2,3042801,3177822
Massachusetts,2016.0,4.0,4.1,3488450,3638657
Michigan,2016.0,4.0,5,4616786,4857719
Minnesota,2016.0,4.0,3.8,2915718,3030266
Mississippi,2016.0,4.0,6,1190724,1266739
Missouri,2016.0,4.0,4.5,2930495,3068645
Montana,2016.0,4.0,4.3,502110,524919
Nebraska,2016.0,4.0,3,992676,1023824
Nevada,2016.0,4.0,6,1321366,1406068
New Hampshire,2016.0,4.0,2.9,733959,755519
New Jersey,2016.0,4.0,5,4384603,4615927
New Mexico,2016.0,4.0,6.6,881640,944166
New York,2016.0,4.0,4.8,9296018,9764691
North Carolina,2016.0,4.0,5.1,4524801,4767111
North Dakota,2016.0,4.0,3.1,401585,414631
Ohio,2016.0,4.0,5,5488344,5775604
Oklahoma,2016.0,4.0,4.6,1737790,1822517
Oregon,2016.0,4.0,4.9,1933453,2033924
Pennsylvania,2016.0,4.0,5.4,6184963,6535650
Rhode Island,2016.0,4.0,5.4,533702,564333
South Carolina,2016.0,4.0,5.1,2142635,2258691
South Dakota,2016.0,4.0,2.9,439760,452748
Tennessee,2016.0,4.0,4.7,2974284,3120233
Texas,2016.0,4.0,4.5,12625596,13222774
Utah,2016.0,4.0,3.4,1448296,1499835
Vermont,2016.0,4.0,3.1,340979,352019
Virginia,2016.0,4.0,4,4068481,4236956
Washington,2016.0,4.0,5.3,3436499,3629039
West Virginia,2016.0,4.0,6.2,738310,787246
Wisconsin,2016.0,4.0,4,2999694,3124946
Wyoming,2016.0,4.0,5.5,284076,300469
Alabama,2016.0,5.0,5.8,2066501,2193285
Alaska,2016.0,5.0,6.6,337257,361131
Arizona,2016.0,5.0,5.6,2990416,3166155
Arkansas,2016.0,5.0,4,1283555,1336764
California,2016.0,5.0,5.5,17973039,19024146
Colorado,2016.0,5.0,3.3,2783316,2877408
Connecticut,2016.0,5.0,5,1810024,1904535
Delaware,2016.0,5.0,4.5,447570,468464
District of Columbia,2016.0,5.0,6.1,362517,386077
Florida,2016.0,5.0,4.9,9284163,9759763
Georgia,2016.0,5.0,5.4,4604271,4867615
Hawaii,2016.0,5.0,3,671833,692653
Idaho,2016.0,5.0,3.7,786561,817117
Illinois,2016.0,5.0,6,6238066,6635761
Indiana,2016.0,5.0,4.5,3190354,3341816
Iowa,2016.0,5.0,3.6,1649326,1711784
Kansas,2016.0,5.0,4,1439612,1499791
Kentucky,2016.0,5.0,5,1906233,2006137
Louisiana,2016.0,5.0,6.1,1998046,2127371
Maine,2016.0,5.0,3.8,668817,695464
Maryland,2016.0,5.0,4.2,3045613,3179432
Massachusetts,2016.0,5.0,4.1,3496787,3644454
Michigan,2016.0,5.0,5,4622595,4864670
Minnesota,2016.0,5.0,3.8,2914230,3029700
Mississippi,2016.0,5.0,6,1190840,1266420
Missouri,2016.0,5.0,4.6,2929952,3070475
Montana,2016.0,5.0,4.3,502120,524896
Nebraska,2016.0,5.0,3.1,991892,1023339
Nevada,2016.0,5.0,5.9,1323547,1407087
New Hampshire,2016.0,5.0,2.9,734584,756318
New Jersey,2016.0,5.0,5,4383590,4616116
New Mexico,2016.0,5.0,6.7,881613,945142
New York,2016.0,5.0,4.8,9287621,9758146
North Carolina,2016.0,5.0,5,4530248,4770739
North Dakota,2016.0,5.0,3.1,401817,414808
Ohio,2016.0,5.0,5,5487616,5773817
Oklahoma,2016.0,5.0,4.7,1734516,1820290
Oregon,2016.0,5.0,4.9,1936377,2037219
Pennsylvania,2016.0,5.0,5.4,6181330,6533018
Rhode Island,2016.0,5.0,5.4,534302,564737
South Carolina,2016.0,5.0,5.1,2143670,2257759
South Dakota,2016.0,5.0,2.9,439648,452898
Tennessee,2016.0,5.0,4.7,2979358,3125918
Texas,2016.0,5.0,4.6,12637404,13245429
Utah,2016.0,5.0,3.4,1452435,1503476
Vermont,2016.0,5.0,3.1,341200,352187
Virginia,2016.0,5.0,4,4071159,4239689
Washington,2016.0,5.0,5.3,3444275,3636571
West Virginia,2016.0,5.0,6.2,737380,785844
Wisconsin,2016.0,5.0,4,3001170,3124789
Wyoming,2016.0,5.0,5.5,283534,300034
Alabama,2016.0,6.0,5.8,2068363,2195096
Alaska,2016.0,6.0,6.7,337098,361123
Arizona,2016.0,6.0,5.5,2996266,3171328
Arkansas,2016.0,6.0,4,1283205,1336276
California,2016.0,6.0,5.5,17993197,19044461
Colorado,2016.0,6.0,3.2,2788948,2882414
Connecticut,2016.0,6.0,4.9,1812956,1906346
Delaware,2016.0,6.0,4.5,447434,468431
District of Columbia,2016.0,6.0,6.1,362616,386269
Florida,2016.0,6.0,4.9,9304264,9780867
Georgia,2016.0,6.0,5.4,4638424,4902692
Hawaii,2016.0,6.0,3,673001,693665
Idaho,2016.0,6.0,3.7,788023,818611
Illinois,2016.0,6.0,5.9,6234833,6625995
Indiana,2016.0,6.0,4.5,3192693,3341421
Iowa,2016.0,6.0,3.7,1647879,1710646
Kansas,2016.0,6.0,4.1,1437546,1498626
Kentucky,2016.0,6.0,5,1910657,2010684
Louisiana,2016.0,6.0,6.1,1994906,2124381
Maine,2016.0,6.0,3.8,670037,696513
Maryland,2016.0,6.0,4.2,3049247,3182594
Massachusetts,2016.0,6.0,4,3505572,3651003
Michigan,2016.0,6.0,5,4628158,4871098
Minnesota,2016.0,6.0,3.9,2913553,3030303
Mississippi,2016.0,6.0,6,1191693,1267320
Missouri,2016.0,6.0,4.7,2928959,3072043
Montana,2016.0,6.0,4.3,502212,524902
Nebraska,2016.0,6.0,3.1,990863,1022721
Nevada,2016.0,6.0,5.9,1325918,1408330
New Hampshire,2016.0,6.0,2.9,735020,756851
New Jersey,2016.0,6.0,5,4383136,4615959
New Mexico,2016.0,6.0,6.8,881525,946073
New York,2016.0,6.0,4.9,9281266,9756519
North Carolina,2016.0,6.0,5,4534902,4775075
North Dakota,2016.0,6.0,3.1,402174,415001
Ohio,2016.0,6.0,5,5484778,5771173
Oklahoma,2016.0,6.0,4.8,1731613,1818130
Oregon,2016.0,6.0,4.9,1939208,2039991
Pennsylvania,2016.0,6.0,5.4,6178247,6530436
Rhode Island,2016.0,6.0,5.3,534866,565081
South Carolina,2016.0,6.0,5,2144724,2256628
South Dakota,2016.0,6.0,3,439490,453038
Tennessee,2016.0,6.0,4.7,2985128,3132837
Texas,2016.0,6.0,4.7,12648392,13267182
Utah,2016.0,6.0,3.3,1456632,1507116
Vermont,2016.0,6.0,3.1,341376,352315
Virginia,2016.0,6.0,4,4074787,4243995
Washington,2016.0,6.0,5.3,3452115,3644173
West Virginia,2016.0,6.0,6.1,736495,784631
Wisconsin,2016.0,6.0,3.9,3002499,3124936
Wyoming,2016.0,6.0,5.5,283038,299452
Alabama,2016.0,7.0,5.8,2070489,2197442
Alaska,2016.0,7.0,6.7,336921,361046
Arizona,2016.0,7.0,5.5,3002403,3176533
Arkansas,2016.0,7.0,4,1282900,1335816
California,2016.0,7.0,5.5,18013049,19064645
Colorado,2016.0,7.0,3.2,2795641,2887674
Connecticut,2016.0,7.0,4.8,1815783,1907844
Delaware,2016.0,7.0,4.5,447284,468408
District of Columbia,2016.0,7.0,6.2,362753,386583
Florida,2016.0,7.0,4.9,9325400,9803758
Georgia,2016.0,7.0,5.4,4672139,4938298
Hawaii,2016.0,7.0,2.9,674425,694824
Idaho,2016.0,7.0,3.7,789450,820032
Illinois,2016.0,7.0,5.8,6230521,6615725
Indiana,2016.0,7.0,4.4,3194231,3339869
Iowa,2016.0,7.0,3.7,1646936,1709736
Kansas,2016.0,7.0,4.1,1435677,1497614
Kentucky,2016.0,7.0,5,1915027,2015566
Louisiana,2016.0,7.0,6.1,1991517,2120892
Maine,2016.0,7.0,3.8,671099,697414
Maryland,2016.0,7.0,4.2,3053975,3187356
Massachusetts,2016.0,7.0,3.9,3514244,3657583
Michigan,2016.0,7.0,5,4633567,4877110
Minnesota,2016.0,7.0,3.9,2913546,3031789
Mississippi,2016.0,7.0,6,1193070,1268776
Missouri,2016.0,7.0,4.7,2927905,3072807
Montana,2016.0,7.0,4.3,502386,524936
Nebraska,2016.0,7.0,3.2,989682,1021957
Nevada,2016.0,7.0,5.8,1328498,1409759
New Hampshire,2016.0,7.0,2.9,735337,757124
New Jersey,2016.0,7.0,5,4383494,4615331
New Mexico,2016.0,7.0,6.9,881452,946815
New York,2016.0,7.0,4.9,9278229,9759182
North Carolina,2016.0,7.0,5,4539875,4780755
North Dakota,2016.0,7.0,3,402494,415106
Ohio,2016.0,7.0,5,5481144,5768861
Oklahoma,2016.0,7.0,4.8,1729685,1816449
Oregon,2016.0,7.0,4.9,1942876,2042757
Pennsylvania,2016.0,7.0,5.4,6175454,6527033
Rhode Island,2016.0,7.0,5.3,535390,565236
South Carolina,2016.0,7.0,4.9,2146068,2255543
South Dakota,2016.0,7.0,3.1,439346,453169
Tennessee,2016.0,7.0,4.7,2991612,3140466
Texas,2016.0,7.0,4.7,12659997,13287060
Utah,2016.0,7.0,3.3,1460884,1510805
Vermont,2016.0,7.0,3.1,341528,352402
Virginia,2016.0,7.0,4,4079400,4249505
Washington,2016.0,7.0,5.2,3460165,3651065
West Virginia,2016.0,7.0,6.1,735894,783746
Wisconsin,2016.0,7.0,3.9,3003969,3125470
Wyoming,2016.0,7.0,5.4,282605,298779
Alabama,2016.0,8.0,5.8,2072871,2200157
Alaska,2016.0,8.0,6.7,336740,360925
Arizona,2016.0,8.0,5.4,3008563,3181636
Arkansas,2016.0,8.0,3.9,1282586,1335289
California,2016.0,8.0,5.5,18031471,19082707
Colorado,2016.0,8.0,3.1,2802926,2892940
Connecticut,2016.0,8.0,4.7,1818532,1909188
Delaware,2016.0,8.0,4.5,447178,468437
District of Columbia,2016.0,8.0,6.2,362996,387048
Florida,2016.0,8.0,4.9,9345882,9826036
Georgia,2016.0,8.0,5.4,4705744,4974373
Hawaii,2016.0,8.0,2.9,675902,695946
Idaho,2016.0,8.0,3.7,790830,821305
Illinois,2016.0,8.0,5.8,6225784,6606604
Indiana,2016.0,8.0,4.3,3194525,3337265
Iowa,2016.0,8.0,3.7,1646026,1708506
Kansas,2016.0,8.0,4.2,1434105,1496592
Kentucky,2016.0,8.0,5,1918757,2020087
Louisiana,2016.0,8.0,6.1,1987834,2116858
Maine,2016.0,8.0,3.7,672068,698224
Maryland,2016.0,8.0,4.2,3059594,3193447
Massachusetts,2016.0,8.0,3.9,3522287,3663943
Michigan,2016.0,8.0,5,4638629,4882900
Minnesota,2016.0,8.0,3.9,2913987,3033760
Mississippi,2016.0,8.0,6,1194493,1270198
Missouri,2016.0,8.0,4.7,2926892,3072255
Montana,2016.0,8.0,4.3,502597,525004
Nebraska,2016.0,8.0,3.2,988408,1021036
Nevada,2016.0,8.0,5.7,1331205,1411375
New Hampshire,2016.0,8.0,2.9,735501,757169
New Jersey,2016.0,8.0,5,4384607,4614705
New Mexico,2016.0,8.0,7,881411,947311
New York,2016.0,8.0,5,9278605,9764203
North Carolina,2016.0,8.0,5.1,4545676,4787885
North Dakota,2016.0,8.0,3,402618,415035
Ohio,2016.0,8.0,5,5477886,5768142
Oklahoma,2016.0,8.0,4.8,1728822,1815346
Oregon,2016.0,8.0,4.8,1947146,2045298
Pennsylvania,2016.0,8.0,5.4,6171898,6521875
Rhode Island,2016.0,8.0,5.2,535924,565256
South Carolina,2016.0,8.0,4.7,2147660,2254749
South Dakota,2016.0,8.0,3.1,439236,453279
Tennessee,2016.0,8.0,4.8,2997536,3147411
Texas,2016.0,8.0,4.8,12671722,13304597
Utah,2016.0,8.0,3.3,1465068,1514535
Vermont,2016.0,8.0,3.1,341692,352500
Virginia,2016.0,8.0,4,4084821,4255870
Washington,2016.0,8.0,5.2,3468267,3657057
West Virginia,2016.0,8.0,6.1,735645,783172
Wisconsin,2016.0,8.0,3.9,3005406,3126052
Wyoming,2016.0,8.0,5.3,282226,298091
Alabama,2016.0,9.0,5.8,2074895,2202528
Alaska,2016.0,9.0,6.7,336637,360893
Arizona,2016.0,9.0,5.4,3014341,3186647
Arkansas,2016.0,9.0,3.9,1282176,1334672
California,2016.0,9.0,5.5,18046714,19097439
Colorado,2016.0,9.0,3,2810016,2897936
Connecticut,2016.0,9.0,4.7,1821155,1910739
Delaware,2016.0,9.0,4.6,447157,468589
District of Columbia,2016.0,9.0,6.3,363421,387727
Florida,2016.0,9.0,4.9,9363737,9845564
Georgia,2016.0,9.0,5.4,4722965,4994147
Hawaii,2016.0,9.0,2.8,677204,696866
Idaho,2016.0,9.0,3.7,792232,822564
Illinois,2016.0,9.0,5.7,6220926,6598952
Indiana,2016.0,9.0,4.2,3193177,3333790
Iowa,2016.0,9.0,3.6,1644548,1706420
Kansas,2016.0,9.0,4.2,1432800,1495401
Kentucky,2016.0,9.0,5.1,1921545,2023973
Louisiana,2016.0,9.0,6.1,1984151,2112570
Maine,2016.0,9.0,3.7,672939,698968
Maryland,2016.0,9.0,4.2,3065509,3200294
Massachusetts,2016.0,9.0,3.8,3528960,3669893
Michigan,2016.0,9.0,5,4642683,4888654
Minnesota,2016.0,9.0,4,2914717,3035888
Mississippi,2016.0,9.0,5.9,1195857,1271504
Missouri,2016.0,9.0,4.7,2925764,3070113
Montana,2016.0,9.0,4.2,502791,525100
Nebraska,2016.0,9.0,3.2,987105,1020007
Nevada,2016.0,9.0,5.6,1333912,1413245
New Hampshire,2016.0,9.0,2.9,735362,756983
New Jersey,2016.0,9.0,4.9,4385808,4614140
New Mexico,2016.0,9.0,7,881256,947474
New York,2016.0,9.0,5,9281345,9769629
North Carolina,2016.0,9.0,5.1,4552222,4796073
North Dakota,2016.0,9.0,3,402506,414793
Ohio,2016.0,9.0,5.1,5475825,5770193
Oklahoma,2016.0,9.0,4.7,1728573,1814459
Oregon,2016.0,9.0,4.7,1951231,2047051
Pennsylvania,2016.0,9.0,5.3,6166976,6514917
Rhode Island,2016.0,9.0,5.1,536560,565326
South Carolina,2016.0,9.0,4.7,2149126,2254325
South Dakota,2016.0,9.0,3.1,439137,453352
Tennessee,2016.0,9.0,4.8,3001875,3152701
Texas,2016.0,9.0,4.8,12681206,13319196
Utah,2016.0,9.0,3.2,1469021,1518277
Vermont,2016.0,9.0,3.1,341847,352623
Virginia,2016.0,9.0,4,4090821,4262873
Washington,2016.0,9.0,5.1,3476104,3662632
West Virginia,2016.0,9.0,6,735733,782806
Wisconsin,2016.0,9.0,3.8,3006439,3126447
Wyoming,2016.0,9.0,5.2,281877,297448
Alabama,2016.0,10.0,5.8,2076812,2204273
Alaska,2016.0,10.0,6.7,336654,360955
Arizona,2016.0,10.0,5.4,3019783,3191461
Arkansas,2016.0,10.0,3.9,1281640,1333826
California,2016.0,10.0,5.5,18059728,19107156
Colorado,2016.0,10.0,2.9,2816813,2902399
Connecticut,2016.0,10.0,4.6,1823732,1912534
Delaware,2016.0,10.0,4.6,447248,468855
District of Columbia,2016.0,10.0,6.3,364017,388522
Florida,2016.0,10.0,4.9,9378734,9860520
Georgia,2016.0,10.0,5.4,4772979,5045509
Hawaii,2016.0,10.0,2.8,678253,697509
Idaho,2016.0,10.0,3.7,793711,823829
Illinois,2016.0,10.0,5.7,6216550,6591007
Indiana,2016.0,10.0,4.2,3190501,3329267
Iowa,2016.0,10.0,3.6,1642192,1703087
Kansas,2016.0,10.0,4.2,1431927,1494001
Kentucky,2016.0,10.0,5.1,1923748,2027187
Louisiana,2016.0,10.0,6,1981151,2108513
Maine,2016.0,10.0,3.7,673752,699586
Maryland,2016.0,10.0,4.2,3071405,3207056
Massachusetts,2016.0,10.0,3.8,3534101,3675108
