job_title,cluster,cluster_v2
Datacenter Network Manager,0,20
Senior Image Data Scientist,12,40
"Manager, Data Integration",7,3
"DataBricks Lead@O Fallon, Missouri",27,26
PI/QA RESEARCH & DATA INFORMATICIST,10,8
"Principal Data Scientist, Marketing",4,50
Medical Technologist (MT/MLT) - Competitive Pay + Sign on bonus,20,33
Principal Software Engineer - Big Data,4,17
Assistant or Associate Professor - AI & Machine Learning,24,54
DataBricks Architect,29,26
"Sr. Data Scientist, Private Pricing Analytics & Insights",8,51
Solution Architect (Data),29,31
Senior Coordinator Marketing and Social Media (Hybrid) - Office of Health Information and Data Science,18,50
Data Solutions Manager,7,3
Data Science Manager: Credit Risk & Marketing Analytics,18,50
"Senior Manager, Technical Program Manager - Machine Learning",7,3
Data Engineer (Sr.-TS/SCI-On Site) with Security Clearance,1,42
Database developer with data modelling,17,9
LAB - Medical Laboratory Technician (MLT) PRN,11,43
"Senior Manager, Biostatistics / Data Reporting and Analytics, KPSC R&E Behavioral & Health Services Research",8,51
Security Consultant Data & Application Security Services - ISAM,1,19
Commodity Data Analytics & Reporting Manager,8,51
"Senior Manager, US Medical Myeloid, AML & MF",7,3
Medical Lab Technologist MLT,20,35
Sr. Data Analyst #: 24-00529,5,59
Advanced Computational Tools and Data-Analysis Techniques for LISA Science,18,56
Data Engineer IV - Max Digital (Data Operations),2,32
"Data Engineering Supervisor in Denver, CO, USA",10,29
Data Center Team Lead (Shift A),27,25
"Manager, Data Governance and Integration",23,38
Lead Software Engineer - AML,16,6
"Software Development Engineer, AGI Data Services",16,6
Master Data Management SME,10,53
Commercial Data Specialist #: 24-00328,21,5
Sr Logistics Data Engineer,6,59
"Medical Laboratory Scientist (MLT/MT) - $5,000 SIGN ON BONUS",11,43
Data Recovery Technician,10,39
"Senior Manager, Data Management",7,53
Full Stack Software Engineer - Machine Learning Infrastructure,24,14
Sr Data Engineer,6,59
Lead Data Architect,29,31
Data Analytics Manager with Security Clearance,1,19
Mulesoft API Developer with Data Security Experience,17,9
"Temporary Tax Data Validator, Sorter, and Scanner",10,39
"Sr Data Scientist - Generative AI (GenAI, GAI, Deep Learning)(Remote Or Hybrid)",12,23
Healthcare SAS HEDIS Data Analyst,5,49
Geospatial GIS Data Manager,7,3
"Senior Mechanical Engineer, Data Center Controls",15,2
Data Engineer (Sr.-TS/SCI-On Site),6,42
"Manager, Consumer BI and Data Operations",2,32
"Sr. Manager, Data Access Monitoring",7,59
Associate Professor of Data Science,18,54
Data Center Facilities Engineer,15,2
"Co-op, Quantitative Pharmacology Research - Machine Learning",24,14
"Scientist, Medical Laboratory (MLS) I",11,43
"Senior Product Manager, Data Management",7,44
Clinical Research Data Specialist- TEMP,21,46
"eDiscovery & Data Forensics Senior Vice President, Project Management",10,24
Data Management,10,53
Sr. Big Data Engineer,6,17
Senior Electrical Engineer - Data Center,15,2
Datalink Analyst with Security Clearance,1,19
"MT / MLT / Medical Technologist II Fostoria/Fremont, OH Full Time Nights (71651, 71505, 61109) 71651, 71505, 61109",20,33
Senior Software Engineer - Data Path,16,6
"Sr. Data Engineer, Business Analytics",8,51
"Director, Securities Data Oversight",10,39
"Senior Financial Data Analyst (Financial Analysis, Associate)",10,47
Medical Technologist (MT) or Medical Lab Technician (MLT) - Full Time Overnights,20,35
Senior Software Engineer - Data Platform,13,6
Senior Reporting and Data Analyst,5,48
Business/Data Analyst w/ Data Dictionary/Metadat,25,55
"Software Engineer, Growth Data Engineering",16,6
"Network Dev Manager III, Data Center Access Network",15,4
Data Equity Analyst,5,21
Senior IA Data Analyst/Network System Administrator SME,5,48
"Clinical Lab Scientist (MLS/MLT) - Travel - ASCP Required - *Up To $2,400/WK!*",11,45
"Sr. MLOps Engineer - Dallas, TX (ONSITE)",10,39
Machine Learning Ops Engineer III,24,14
"Data Architect - Must live in Chicago, IL",29,7
Sr. & Jr. QA (Machine Learning),24,14
Supply Chain Analyst - Data Integrity,10,39
Data Engineer with AWS,6,36
Data & Analytics MDG Product Lead,8,44
Sentinel Principal Database Architect / Sr. Principal Database A with Security Clearance,4,18
"Manager Engineering, Data Infrastructure",7,22
"Philanthropy Coordinator, Data Management",10,53
Senior Machine Learning Data Scientist,24,14
Sr Data Scientist - PK/PD Modeling & Automation,12,40
Product Data Specialist,21,44
Customer Data Analyst 1 (Adminstrator),5,21
"Associate Director, Data & Specimen Governance",23,37
Data Analytics and Investigations Attorney,8,51
"Senior Data Science Engineer, Risk & Fraud",18,1
Data Analytics Fraud Examiner,8,51
"Medical Technologist or MLT, part time",20,33
"Software Engineer, Data Warehouse Analytics",16,6
Associate Staff - Machine Learning Algorithm Developer,24,14
DSHS ALTSA Contract and Data Specialist,21,5
Manufacturing Data Specialist,21,5
Medical Technologist/MLS,20,45
BI Data Project Reporting Analyst - Radiation Oncology - TGH Cancer Institute,10,39
"Principal Associate, Data Science",4,37
Sr. IT iQuote Config and Data Migration Analyst,5,59
Lead Data Quality Analyst,28,57
AML Product Analyst 3,5,44
"Looking for Sr. Data Engineer - NYC, NY, USA (Onsite)- Contract",10,39
Data Managment Analyst (PMA-262),5,21
Database Administrator Expert,19,30
"(USA) Senior, Data Scientist",12,40
"Data Governance, Senior Consultant",23,38
Sr. Data Modeler (REMOTE),10,13
Sr Cloud Big Data Developer,17,17
Sr. Database Analyst,5,59
Compliance - Capital Market AML Investigations,10,39
Bioimage Informatics Scientist - Image Analysis & Machine Learning,24,14
Remote - NYS RN Care Manager - Bilingual Registered Nurse - MLTC,9,39
"Data Scientist II , Infra DCPD - PACE",12,40
"Sr. Manager, Data Refinery",7,59
Early Career Environmental Scientist Data Manager,12,40
Master Data Senior Analyst,5,48
Data Quality Manager,28,57
Principal Software Engineer - Core Data Team,4,18
"Associate Manager, Cloud Systems Engineer, SQL Database Services",7,27
Sr. Systems Administrator (Data Management),19,27
Database Engineer Sr,6,28
USD-Lead Data Scientist Engineer,27,58
Sr Engineer - Data Science - Gaithersburg MD (Onsite) Local only,18,1
Regulatory & Medical Affairs - Data Analyst Data Analyst,5,21
Senior Estimator (Data Collections),6,48
Data Science Analytics Engineer II (Coordinated Campaign),18,1
"Senior Director, Data Science",18,1
Mandataire Immobilier (H/F),10,39
"Sr. Site Reliability Engineer (Application Software, Data)",16,6
"Reliability, Maintainability, Logistics supportability, and Availability (RMLA) Analyst #1785",10,39
Volunteer: Data and Salesforce Volunteer,26,16
"Canvas Consultant (Member Service Specialist) - Grand Junction, NMLS",21,5
"Systems Design Engineer - C/C++, Kernel development for AI/ML processor, performance modeling",3,12
"Senior Data Analyst, Climate Strategy & Sustainability",5,48
Shelf Intelligence Data Collection Consultant - Denver,10,15
Data Link Test Engineer - Senior - TGBC,6,34
Managed Services and Data Center Support Specialist,21,5
"MLS Microbiology Supv: Las Cruces, NM",10,45
Sr. AWS Data Engineer (REMOTE),6,23
Software Engineer III - Data Modernization,16,4
Senior Mobile/Web Developer (Full Stack with AI/ML Integration),3,12
IT Data and Analytics Manager (Data Engineering & Architecture),8,22
Cleared Data Scientist,12,40
Quantitative Data Engineer,6,36
Data Management Analyst,5,53
Data Intelligence Team Lead,27,25
(VV) Collection Data Manager - Level 2 (TS/SCI w/ FS Poly),10,42
Senior Lead Software Engineer - Pricing Reference Data,16,6
Enterprise Data Architect - Remote Opportunity,29,23
Senior Manager of Big Data Infrastructure,7,17
Data Integration Developer (Azure DI Developer),17,9
Senior Business Analyst / Data Analyst,25,55
Data Governance Program Manager,23,38
Lead Report Writer / Data Analytics,8,58
Volunteer: CrowdDoing Service Learning Data Architect Volunteer,26,16
Quality Specialist - Data Center Build,28,57
"Manager, Product Management - Consumer Data (Hybrid)",7,44
Data Center Team Lead (Thurs-Fri 7:00am - 5:30pm),27,25
"Big Data Engineer - USC, GC/ EAD GC and H1b",10,17
Senior Data Engineer #: 24-00133,6,34
Data Scientist (USSOCOM),12,40
"Manager, Customer Growth Insights: Data Scientist (Kroger / Albertsons Channel )",12,3
Master Data Analyst - Supply Structures,5,21
"Medical Technologist ( MT, MLS)",20,11
Data Privacy/Mobility Attorney,23,52
"Senior Data Engineer, Investments Technology",6,34
"Sr. Marketing Campaign Manager, Global Campaigns, AI & Machine Learning",24,14
Data Analyst with SQL Experience,5,39
Statistician/Data Scientist Fellowship - Established Scientist,12,40
Sustainability Data Architect,29,31
Principal Database Administrator – Snowflake,19,41
Assistant or Associate Professor - Statistics/Data Science,18,54
"Data Scientist, Subject Matter Expert",12,40
Data & Business Intelligence Associate,25,37
ETL Developer/Data Engineer contractor,17,9
Data & Analytics Consultant,8,15
"Engineering Manager, Machine Learning",24,14
Maintenance Database Integrity Manager,7,28
Data Management Specialist,21,5
Data Center Construction Integration Manager,14,2
Data Scientist / Machine Learning Engineer (Credit Analysis) (Mexico),24,14
Tax Data Analyst - Business Tax Advisory - Quantitative Services - Manager - Mult Pos - 1467476,10,39
Expert Data Scientist,12,40
"Data Analysts, Visualizers and BI Specialists",10,39
Data Center Project Manager,15,24
Security Operations Supervisor - Data Center,2,29
Research Data Specialist II,21,5
"ONSITE : Hiring AWS Data Engineer, Phoenix, AZ",10,36
"Laboratory Supervisor, Medical Laboratory Scientist (MLS), Evenings",11,43
Sr. / Data Scientist,12,40
"Staff Data Engineer (Fintech team) (Bangkok based, relocation provided)",10,25
Director of Robotics and Machine Learning,24,14
Database Technology Manager,7,28
Data Business Analyst - RR,25,55
Lead Data Scientist - Clinical,27,46
"Senior Data Scientist , Managed Operations Data Science (MODS)",2,1
Commercial (Data Center) Superintendent,15,2
(USA) Data Engineer III,6,4
"QA/QC Manager, Data Center",15,2
Software Engineer 3 - Linux/TypeScript/HTML 5/Yarn/React/Git,16,6
Operational Researcher / Data Scientist,12,40
"Senior Product Owner, CXD Data and Analytics, Personal Investor",8,44
Data Center Contract Support,15,2
Data Architect - TS/SCI Clearance Required,29,42
"Principal Data Scientist, Growth",4,18
Data Platform Leader,13,39
Data Systems Business Analyst- Sales Reporting (Memphis/Raleigh/New Orleans),25,27
"Human Resources Generalist (LOA, FMLA, ADA)",10,39
"Senior Data Scientist, Fraud & Risk Analytics",8,51
Senior Technical Data Analyst,5,48
"Technical Program Manager, Data Systems",7,27
Senior Electrical PM Data Center Chicago 2,15,7
"senior engineer, DPS AI/ML Platforms – ST",3,12
Sr. IT Analyst Software and Data Services (TS/SCI) - DODP12,16,42
Volunteer: Make a Difference with Girls in Your Community: Volunteer with Girl Scouts (Peyton-Simla),26,16
Data/IT Operations Manager,2,32
Portfolio Manager II - Office of Health Information and Data Science,18,1
"Public Health Adviser Data Entry, Bureau of School Health",22,10
Manager of Data Analysis-Planning,7,56
Sr. Data Scientist for Signal Processing Project (TS/SCI Required),12,42
Senior Lead Data Scientist,12,40
Data Integrity Analyst,5,21
"MLS Team Lead - Blood Bank, Full-Time Days",27,25
Digital Forensics Engineer (Data Protection/Information Security) - R44182,10,39
"Senior Data Scientist, AI Foundations",12,40
IT Database (DB) Specialist,21,5
Building Manager – Data & Decision Sciences and Undergraduate Science Lab Buildings,18,1
Lab - Medical Laboratory Scientist/ MLS,11,45
Full-Time Tenure-Track Faculty: Political Science and Statistics/Data Science,18,1
"Manager, Data Science - Card Fraud Detection",18,1
Medical Laboratory Scientist/Technician (MLS/MLT),11,43
Data Scientist - AdTech,12,40
Lead Data Architect/Data Modeler,29,13
Senior Software Engineer - Distributed Data Systems,16,27
Data Center MEP Manager,15,2
"Data Scientist, Algorithms - Rider",12,40
Business Data Analyst,25,55
Business Data Analyst II with Security Clearance,1,19
Data Entry Clerk Shift 1,22,10
DATA BASE ANALYST III,5,4
Business Analyst with DataWarehousing project exp,25,55
Medical Technologist/ MLT - Full Time Evenings *Sign On*,20,33
Project Manager-Data - I (700551),7,24
Quality Data Coordinator,28,57
"Sr. BigData Engineer (Hadoop/AWS, Python)",6,36
AI -Data Scientist Senior (6-10 yrs.),12,40
Data Solutions Architect,29,31
MLT,20,33
Full Time - Job Opportunity - Data Integration ETL Architect - W2,10,39
Databricks Architect,29,26
Enterprise Architect-Data and Analytics- US,29,31
Data Warehouse Architect 18424,29,31
Enterprise Data Architect,29,31
Technical Data Manager,7,3
Data Controller Trainee,5,21
Data Center Engineer - Tampa,15,2
Machine Learning Operations – Staff Engineer,24,14
"Sr BSA/AML Specialist - Troy, MI or Hicksville, NY or Cleveland, OH",10,39
Product Engineer - Data Engineering Analytics,8,44
Research Scientist - Machine Learning / Applied Mathematics,24,14
Field Inspector/Auditor/Data Collector (C),10,39
Data Center Technician,15,2
Entry Level Data Analyst/Management Consultant - Nationwide (US Based Candidates Only),22,10
Network/Data Center Business Analyst,25,55
Data Warehouse Analyst II,5,21
Data Entry/Customer Service Rep- ASAP HIRE,22,10
Research Data Analyst,5,8
Epic Clarity Data Analyst (with a focus on revenue cycle),10,39
Sr. IT Data Analyst,5,59
Senior Health Data Analyst I,5,48
Senior Data Analyst (Customer Facing ),5,48
"Data Analyst, Research Solutions",5,8
Accounting Professor- Data Analytics/AIS- 90K+ Salary,8,51
"Synolo - Senior/Principal Scientist, AI/ML Aided Protein Design and In Silico Antibody Optimization",3,12
Infrastructure Engineer (Data Center),15,2
Lead Data Engineer - Hybrid,27,58
Data Center Engineer - McAllen,15,2
Data Engineer - Snowflake expert,6,41
Technical Staff - Machine Learning Algorithm Developer,24,14
Digital Data Engineer,6,36
RESEARCH DATA SPECIALIST II,21,5
Senior Data Engineer Hybrid,6,34
Machine Learning Scientist,24,14
Computational Medicinal Chemist/Senior Expert Data Science,18,1
"Medical Technologist / Medical Lab Technician (MLS, MT, MLT) Biddeford",20,35
AI/ML Server Performance Architect,3,12
"Staff Software Engineer, Data Serving",16,6
Analytics Engineer/Data Scientist-ANA009802,8,51
MLS (Medical Lab Scientist) - SJH,11,45
Construction Administration Manager - Data Center,14,2
Customer Data Specialist,21,5
Volunteer: DIY: MLK Day of Service - Snack Packs,26,16
Data Analyst Assoc Manager - Enterprise Data Foundation,7,3
Data & Progress Analyst (Ref ID: 230),5,21
Senior Data Analyst - Data Management with Security Clearance,1,19
Master Data Analyst,5,21
Data Analyst 3,5,21
Data Analyst- External Manufacturing,5,21
"Analyst, Data Accuracy Response Team",5,25
Data Technical Business Analyst,25,55
Senior Paid Media Data and Visualization Analyst,5,48
Exchange Traded Derivatives Data Analyst,5,21
Data Engineer Analyst,6,21
Classified Data Processing Systems Analyst/Programmer,10,27
Health Data Analyst,5,21
Master Data Analyst I (10120-2023693),5,21
"Senior Data Analyst, Payer Relations - Remote",5,23
Supplier Relations- Data Analyst,5,21
Sr. Data Analyst,5,59
Cancer Data Analyst,5,21
Data Quality Assurance Analyst,28,57
External Supply Sr. Data Analyst & AI,5,59
Business Data Analyst - SC with Security Clearance,1,19
"Data Analyst 3- Mishawaka, IN",5,21
HealthCare Data Analyst,5,49
Data Analyst 2,5,21
Research Data Analyst with Security Clearance,1,19
DATA ANALYST,5,21
Master Data Coordinator/Analyst,5,21
Database / Data Analyst IV,5,28
Data Quality Analyst,28,57
Data Analyst Senior,5,48
Data Analyst 1 ( Temporary ),5,21
Volunteer: Biophelia Health & Financial Data Cost Benefits Assistant Analysis Volunteer,26,16
